Tela,Modulo,EntidadePrincipal,EntidadesSecundarias,TabelasLidas,TabelasAlteradas,Botoes,Acoes,Permissoes,Relatorios,FluxoAnterior,FluxoPosterior,Evidencia,Pendencias
nao identificado estaticamente,LavFacilLan,Nao classificado,a validar,SHOW TABLE STATUS FROM %s LIKE '%s',nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavFacilLan,Nao classificado,a validar,SHOW TABLES FROM %s LIKE '%s',nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavFacilLan,Nao classificado,a validar,"The credentials supplied were not complete, and could not be verified. Additional information can be returned from the context.4The context data must be renegotiated with the peer.'The target principal name is incorrect.",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavFacilLan,Nao classificado,a validar,Unsupported operation)No dynamic library from the list %s found,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavFacilLan,Nao classificado,a validar,use Open for a Select Statement,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,LavFacilLan,Nao classificado,a validar,XX CodingLLength from Encryptionkey is invalid.,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,And (EXTRACT(MONTH FROM C.DatNas) =,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,d.description AS REMARKS FROM pg_class c,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,FROM,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"from """,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"from "":",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Ocorrencias/Auditoria,a validar,"FROM pg_catalog.pg_namespace n, pg_catalog.pg_class ct, pg_catalog.pg_class ci, pg_catalog.pg_attribute a, pg_catalog.pg_index i",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Ocorrencias/Auditoria,a validar,"FROM pg_catalog.pg_namespace n, pg_catalog.pg_class ct, pg_catalog.pg_class ci, pg_catalog.pg_index i, pg_catalog.pg_attribute a, pg_catalog.pg_am am",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Ocorrencias/Auditoria,a validar,"FROM pg_catalog.pg_namespace n, pg_catalog.pg_proc p",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Ocorrencias/Auditoria,a validar,FROM pg_catalog.pg_namespace n1 JOIN pg_catalog.pg_class c1 ON (c1.relnamespace = n1.oid) JOIN pg_catalog.pg_index i ON (c1.oid=i.indrelid) JOIN pg_catalog.pg_class ic ON (i.indexrelid=ic.oid) JOIN pg_catalog.pg_attribut,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"FROM pg_class c1 JOIN pg_index i ON (c1.oid=i.indrelid) JOIN pg_class ic ON (i.indexrelid=ic.oid) JOIN pg_attribute a ON (ic.oid=a.attrelid), pg_class c2, pg_trigger t1 JOIN pg_proc p1 ON (t1.tgfoid=p1.oid), pg_trigger t",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"FROM pg_class ct, pg_class ci, pg_attribute a, pg_index i",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"FROM pg_class ct, pg_class ci, pg_index i, pg_attribute a, pg_am am",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,FROM pg_proc p LEFT JOIN pg_description d ON (p.oid=d.objoid),nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,FROM pg_proc p WHERE p.proname LIKE ',nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,FROM RDB$DATABASE,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,NULL AS REMARKS FROM pg_class c WHERE true,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"SELECT a.RDB$RELATION_NAME, a.RDB$FIELD_NAME, a.RDB$FIELD_POSITION, a.RDB$NULL_FLAG, a.RDB$DEFAULT_VALUE, b. RDB$FIELD_LENGTH, b.RDB$FIELD_SCALE, c.RDB$TYPE_NAME, b.RDB$FIELD_TYPE, b.RDB$FIELD_SUB_TYPE, b.RDB$DESCRIPTION",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"SELECT I.RDB$RELATION_NAME, I.RDB$UNIQUE_FLAG, I.RDB$INDEX_NAME, ISGMT.RDB$FIELD_POSITION,",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Ocorrencias/Auditoria,a validar,"SELECT NULL AS TABLE_CAT, n.nspname AS TABLE_SCHEM, c.relname AS TABLE_NAME, CASE (n.nspname LIKE 'pg\\_%') OR (n.nspname='information_schema') WHEN true THEN CASE n.nspname WHEN 'pg_catalog' THEN CASE c.relkind WHEN 'r'",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"SELECT null as TABLE_CAT, null as TABLE_SCHEM, a.RDB$RELATION_NAME as TABLE_NAME, b.RDB$FIELD_NAME as COLUMN_NAME, b.RDB$FIELD_POSITION+1 as KEY_SEQ, a.RDB$INDEX_NAME as PK_NAME FROM RDB$RELATION_CONSTRAINTS a JOIN RDB$I",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Configuracao/Admin,a validar,"SELECT P.RDB$PROCEDURE_NAME, PP.RDB$PARAMETER_NAME, PP.RDB$PARAMETER_TYPE, F.RDB$FIELD_TYPE, F.RDB$FIELD_SUB_TYPE, F.RDB$FIELD_SCALE, F.RDB$FIELD_LENGTH, F.RDB$NULL_FLAG, PP.RDB$DESCRIPTION, F.RDB$FIELD_PRECISION, F.RDB$",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Configuracao/Admin,a validar,"SELECT P.RDB$PROCEDURE_NAME, PP.RDB$PARAMETER_NAME, PP.RDB$PARAMETER_TYPE, F.RDB$FIELD_TYPE, F.RDB$FIELD_SUB_TYPE, F.RDB$FIELD_SCALE, F.RDB$FIELD_LENGTH, F.RDB$NULL_FLAG, PP.RDB$DESCRIPTION, F.RDB$FIELD_SCALE as RDB$FIEL",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"SELECT RC_PRIM.RDB$RELATION_NAME, IS_PRIM.RDB$FIELD_NAME, RC_FOR.RDB$RELATION_NAME, IS_FOR.RDB$FIELD_NAME, IS_FOR.RDB$FIELD_POSITION, REFC_PRIM.RDB$UPDATE_RULE, REFC_PRIM.RDB$DELETE_RULE, RC_FOR.RDB$CONSTRAINT_NAME, RC_P",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"SELECT RDB$TYPE, RDB$TYPE_NAME FROM RDB$TYPES WHERE RDB$FIELD_NAME = 'RDB$FIELD_TYPE'",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Ocorrencias/Auditoria,a validar,"SELECT t.typlen FROM pg_catalog.pg_type t, pg_catalog.pg_namespace n WHERE t.typnamespace=n.oid AND t.typname='name' AND n.nspname='pg_catalog'",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,SELECT t1.typlen/t2.typlen FROM,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,SELECT typlen FROM pg_type WHERE typname='name',nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Ocorrencias/Auditoria,a validar,SELECT typname FROM pg_catalog.pg_type,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,SELECT typname FROM pg_type,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,Where C.Email = ( Select E.Email From,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,",insert,update,delete,select,drop,create,from,set,values,where,order,group,by,having,into,as,table,index,primary,key,on,is,null,char,varchar,integer,number,",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"""Dataset not in edit or insert mode1Cannot perform this operation on a closed dataset1Cannot perform this operation on an empty dataset!Cannot modify a read-only dataset#Nested dataset must inherit from %s(Filter express",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,") From """,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"*Can't write to a read-only resource streamECheckSynchronize called from thread $%x, which is NOT the main thread",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Estoque,a validar,"0Select * From ""C:\Equipexe\Est\Dados\ProdEst.db""",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Estoque,a validar,"0Select * From ""C:\Equipexe\Est\Filial\MovEst"" M,",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Clientes,a validar,"0Select * From ""C:\Equipexe\Ger\Dados\Clientes"" C",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"1Select * From ""C:\Equipexe\Ger\Dados\Forneced.db""",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"2Select * from ""C:\EquipExe\Est\Dados\EstMinMax"" M,",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Configuracao/Admin,a validar,"4Select * From 's:\EquipExe\Est\Filial\PedCompra' P,",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"ALL,AND,AS,BETWEEN,BY,CASE,CHECK,COLLATE,COMMIT,CONSTRAINT,CREATE,DEFAULT,DEFERRABLE,DELETE,DISTINCT,DROP,ELSE,EXCEPT,FOREIGN,FROM,GLOB,GROUP,HAVING,IN,INDEX,INSERT,INTERSECT,INTO,IS,ISNULL,JOIN,LIKE,LIMIT,NOT,NOTNULL,NU",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,Auto Select,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,,Delete all selected records?,nao confirmado estaticamente,escrita/controle,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,,Delete all selected records?%Operation not allowed in a DBCtrlGrid(Property already defined by lookup field/Grid requested to display more than 256 columns,nao confirmado estaticamente,escrita/controle,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,DELETE FROM %s,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"DISCONNECT FROM ""%s""",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,Docked control must have a name%Error removing control from dock tree,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"ELSE NULL END END WHEN false THEN CASE c.relkind WHEN 'r' THEN 'TABLE' WHEN 'i' THEN 'INDEX' WHEN 'S' THEN 'SEQUENCE' WHEN 'v' THEN 'VIEW' ELSE NULL END ELSE NULL END AS TABLE_TYPE, d.description AS REMARKS FROM pg_catal",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,FROM,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,From ',nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"From """,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"From "":",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Movimentos/OS/ROL,a validar,From MovCab M Left Join,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,Invalid ImageList Index)Failed to read ImageList data from stream(Failed to write ImageList data to stream$Error creating window device context,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Financeiro,a validar,"ISGMT.RDB$FIELD_NAME, I.RDB$INDEX_TYPE, I.RDB$SEGMENT_COUNT, COUNT (DISTINCT P.RDB$PAGE_NUMBER) FROM RDB$INDICES I JOIN RDB$INDEX_SEGMENTS ISGMT ON I.RDB$INDEX_NAME = ISGMT.RDB$INDEX_NAME JOIN RDB$RELATIONS R ON (R.RDB$R",nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,method not supported$Insufficient data for Content-Length&Error reading from Mime Request Stream,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,MOrder QuickReport 3.0 Professional or download free updates from our web site,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Produtos/Servicos,a validar,No WSDL or URL property was set in the THTTPRIO component. You must set the WSDL or URL property before invoking the Web ServiceMUnable to retrieve the URL endpoint for Service/Port '%s'/'%s' from WSDL '%s'HDatatype of T,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"o, CodigoTPV as Codigo, Obs From """,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,Row buffer is not assigned&Column with index %d is not accessable6Convertion is not possible for column %d from %s to %s4Can not access blob record in column %d with type %s,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,SELECT,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,SELECT,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,SELECT ',nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,SELECT ''::text AS TABLE_SCHEM ORDER BY TABLE_SCHEM,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,SELECT @@IDENTITY,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,select @@rowcount,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"Select * From """,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,SELECT * FROM,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
nao identificado estaticamente,Estoque,Nao classificado,a validar,"Select * From """,nao confirmado,nao confirmado estaticamente,consulta,ver mapa-permissoes-ui-consolidado,ver matriz-relatorios,nao confirmado,nao confirmado,confirmado por UI-banco estatico,captura dinamica tela/ProcMon para confirmar leitura/escrita
