"Executavel","Categoria","Texto"
"SAT","fiscal","\MovSatInt""  M"
"SAT","fiscal","\MovSatInt""  M,"
"SAT","autenticacao/permissao","\Usuarios"" U "
"SAT","fiscal","&'z:\Equipexe\Sat\Filial\SolAltSist' S,"
"SAT","fiscal","&AJUSTES EQUIPE.""Anotacoes.DB"".DesAnota"
"SAT","fiscal","&AJUSTES EQUIPE.""Anotacoes.DB"".SeqAnota"
"SAT","fiscal","&AJUSTES EQUIPE.""Anotacoes.DB"".SitAnota"
"SAT","cadastro","&Altera Cadastro"
"SAT","fiscal","&Anota"
"SAT","cadastro","&Cadastro de Ajustes Autom"
"SAT","cadastro","&Cadastros"
"SAT","cadastro","&Cadastros      "
"SAT","cadastro","&Cadastros       "
"SAT","outro","&Cancel"
"SAT","outro","&Cancela"
"SAT","outro","&Cancelamento"
"SAT","outro","&Cancelar"
"SAT","cadastro","&Consulta Cadastro"
"SAT","operacional","&Controle de Ponto"
"SAT","operacional","&Controls"
"SAT","financeiro","&Financeiro"
"SAT","cadastro","&Geral Ajuste de Cadastro"
"SAT","cadastro","&Individual Ajuste de Cadastro"
"SAT","relatorio/impressao","&Marca o Cadastro Impresso"
"SAT","menu","&Menu"
"SAT","menu","&Menu de Clientes"
"SAT","fiscal","&pk_gera_SeqSat="
"SAT","cadastro","&Procura Cadastro"
"SAT","relatorio/impressao","&Relat"
"SAT","autenticacao/permissao","&Senhas"
"SAT","outro","#CancelamentodeCartoFidelidade1Click"
"SAT","relatorio/impressao","#RCDRelatrioControleDesenvolvimento1"
"SAT","fiscal","%'z:\EquipExe\Sat\Filial\MovSatCli' M,"
"SAT","cadastro","<Cadastro n"
"SAT","operacional","<Controle>"
"SAT","cadastro","=> Data do Cadastro"
"SAT","fiscal","|Qualquer Filial|?????MovSat"
"SAT","autenticacao/permissao","|Senha do usu"
"SAT","fiscal","$AJUSTES EQUIPE.""Anotacoes.DB"".Titulo"
"SAT","fiscal","$AJUSTES EQUIPE.""MovSatAle.DB"".CodSat"
"SAT","fiscal","$AJUSTES EQUIPE.""MovSatAle.DB"".DatLan"
"SAT","fiscal","$AJUSTES EQUIPE.""MovSatAle.DB"".HorLan"
"SAT","fiscal","$AJUSTES EQUIPE.""MovSatAle.DB"".SeqSat"
"SAT","fiscal","$AJUSTES EQUIPE.""MovSatAle.DB"".TipSat"
"SAT","operacional","0-Sem Controle"
"SAT","fiscal","0Select * From ""Z:\Equipexe\Sat\Filial\MovSatInt"""
"SAT","fiscal","2Select * From ""C:\Equipexe\Sat\Filial\Anotacoes"" A"
"SAT","fiscal","2Select * From ""C:\Equipexe\Sat\Filial\MovSatAle"" A"
"SAT","fiscal","3Select * From 'S:\EquipExe\Sat\Filial\MovSatCli'  M"
"SAT","fiscal","3Select * From 'z:\EquipExe\Sat\Filial\SolAltCli' A,"
"SAT","fiscal","3Select * From "":ParadoxXInterbase:MovSatCliOcor"" M,"
"SAT","fiscal","5ExportaSat_u"
"SAT","autenticacao/permissao","A SENHA GERADA PARA O CLIENTE "
"SAT","fiscal","AbreVariosSat"
"SAT","relatorio/impressao","Abrir relat"
"SAT","relatorio/impressao","Abrir...|Abre um relat"
"SAT","fiscal","Acesse o SAT e Baixe o Atendimento para Finalizar o Alerta"
"SAT","operacional","AcionaControl_P"
"SAT","operacional","ActiveControl"
"SAT","operacional","ActiveControl85G"
"SAT","outro","AfterCancel@:K"
"SAT","operacional","AfterScroll@:K"
"SAT","cadastro","Ajusta Cadastro Automaticamente"
"SAT","cadastro","AjustaCadastroAutomaticamente1"
"SAT","cadastro","AjustaCadastroAutomaticamente1L"
"SAT","cadastro","Ajustando variaveis e Abrindo cadastros padr"
"SAT","autenticacao/permissao","AjustaUsuariosLista"
"SAT","operacional","AllowScroll"
"SAT","cadastro","AlteraCadastro1"
"SAT","cadastro","AlteraCadastro1,"
"SAT","cadastro","AlteraCadastro1\"
"SAT","cadastro","AlteraCadastro1Click"
"SAT","operacional","amento de Controles"
"SAT","fiscal","amento do SAT"
"SAT","fiscal","amento do SAT - "
"SAT","fiscal","amento no SAT - "
"SAT","fiscal","amento no SAT (&Alerta)"
"SAT","fiscal","amentos no SAT"
"SAT","autenticacao/permissao","and   (M.CodUsuario="""
"SAT","autenticacao/permissao","And  (M.CodUsuario="""
"SAT","fiscal","And  (M.TipSat="""
"SAT","fiscal","And ( (TipSat="""
"SAT","autenticacao/permissao","And (A.CodUsuario="""
"SAT","fiscal","And (A.DesAnota LIKE""%"
"SAT","autenticacao/permissao","And (A.ParUsuario="""
"SAT","fiscal","And (A.TipSat=""C"") "
"SAT","fiscal","And (A.TipSat=""F"") "
"SAT","fiscal","And (A.TipSat=""I"") "
"SAT","autenticacao/permissao","And (A.UsuarioReu="""
"SAT","autenticacao/permissao","And (CodUsuario "
"SAT","fiscal","And (M.CodSatTip=""V"") "
"SAT","fiscal","And (M.ExportaSat="
"SAT","fiscal","And (M.SatPara="""
"SAT","outro","And (not(C.Cancelado=""S"")) And ((S.SitAlteracao is Null) or (S.SitAlteracao=""A"")) "
"SAT","outro","And (not(C.Cancelado=""S"")) And (S.SitAlteracao=""R"") "
"SAT","outro","And (not(D.Cancelado=""S"")) "
"SAT","fiscal","And (not(M.CodSatTip=""X"")) "
"SAT","autenticacao/permissao","And (S.ResUsuario="""
"SAT","fiscal","And (SatPara "
"SAT","fiscal","Anota"
"SAT","fiscal","Anotacoes"
"SAT","fiscal","Anotacoes_c"
"SAT","fiscal","Anotacoes_FC"
"SAT","fiscal","Anotacoes1"
"SAT","fiscal","Anotacoes1Click"
"SAT","fiscal","Anotacoes1Click "
"SAT","fiscal","Anotacoes1p"
"SAT","fiscal","Anotaes1"
"SAT","fiscal","Anotaes10"
"SAT","fiscal","Anotaes1Click"
"SAT","relatorio/impressao","Arquivo de Relat"
"SAT","operacional","Ativar Controle Cep - Via Banco"
"SAT","fiscal","AtualClasAte"
"SAT","fiscal","AtualSubClasAte"
"SAT","fiscal","AtualTiposAtend"
"SAT","operacional","AutoScroll"
"SAT","fiscal","B Where (A.SeqSolAltSist=S.SeqSolAltSist And A.CodSat=S.CodSat) And"
"SAT","fiscal","BaixarSAT"
"SAT","outro","BBCANCEL"
"SAT","outro","BeforeCancel@:K"
"SAT","operacional","BeforeScroll@:K"
"SAT","menu","biSystemMenu"
"SAT","outro","bkCancel"
"SAT","fiscal","BM_Sat"
"SAT","outro","Bt_Cancela"
"SAT","outro","Bt_Cancela "
"SAT","outro","Bt_Cancela@"
"SAT","outro","Bt_Cancela\"
"SAT","outro","Bt_Cancela<"
"SAT","outro","Bt_Cancela$"
"SAT","outro","Bt_Cancela4"
"SAT","outro","Bt_Cancela8"
"SAT","outro","Bt_CancelaAdito"
"SAT","outro","Bt_CancelaAdito4"
"SAT","outro","Bt_CancelaAditoClick"
"SAT","outro","Bt_CancelaClick"
"SAT","outro","Bt_CancelaClick "
"SAT","outro","Bt_CancelaH"
"SAT","outro","Bt_CancelaL"
"SAT","outro","Bt_CancelaP"
"SAT","outro","Bt_Cancelar"
"SAT","outro","Bt_CancelaT"
"SAT","outro","Bt_Cancelax"
"SAT","outro","btnCancel"
"SAT","outro","BtnCancelClick"
"SAT","operacional","Bv_ControlEnt"
"SAT","operacional","Bv_ControlEnt|"
"SAT","autenticacao/permissao","c_DigitaSenha"
"SAT","fiscal","C:\EquipExe\EquSat"
"SAT","fiscal","C:\EquipExe\EquSat.Ini"
"SAT","fiscal","C:\EquipExe\IntegraSat.Ini"
"SAT","fiscal","c:\EquipExe\Sat\Dados"
"SAT","fiscal","C:\Equipexe\Sat\Filial"
"SAT","outro","C:\Linker\Cancelar"
"SAT","cadastro","Cadastro"
"SAT","cadastro","Cadastro 1"
"SAT","cadastro","Cadastro 2"
"SAT","cadastro","Cadastro 3"
"SAT","cadastro","Cadastro 4"
"SAT","cadastro","Cadastro Campo Flexivel"
"SAT","cadastro","Cadastro Campos Flexiveis"
"SAT","cadastro","Cadastro de"
"SAT","cadastro","Cadastro de "
"SAT","cadastro","Cadastro de Ajuste Autom"
"SAT","cadastro","Cadastro de Bolso"
"SAT","cadastro","Cadastro de Clientes"
"SAT","cadastro","Cadastro de Controles"
"SAT","cadastro","Cadastro de Customiza"
"SAT","cadastro","Cadastro de Digital"
"SAT","cadastro","Cadastro de Filiais/Matriz"
"SAT","cadastro","Cadastro de Fornecedores"
"SAT","cadastro","Cadastro de Grupo (Campos Flexiveis)"
"SAT","cadastro","Cadastro de Grupo 1 "
"SAT","cadastro","Cadastro de Grupo 2 "
"SAT","cadastro","Cadastro de Grupo 3"
"SAT","cadastro","Cadastro de Grupo 4"
"SAT","cadastro","Cadastro de Interessados"
"SAT","cadastro","Cadastro de Melhorias"
"SAT","cadastro","Cadastro de Situa"
"SAT","cadastro","Cadastro de Tipo de Atendimento"
"SAT","cadastro","Cadastro de Tipo de Controle"
"SAT","cadastro","Cadastro de Tipos de Controle"
"SAT","cadastro","Cadastro Mensagens"
"SAT","cadastro","CadastroCampoFlexivel1"
"SAT","cadastro","CadastroCampoFlexivel1Click"
"SAT","cadastro","CadastrodeAjustesAutomticos1"
"SAT","cadastro","CadastrodeAjustesAutomticos1P"
"SAT","cadastro","CadastrodeBolso1"
"SAT","cadastro","CadastrodeBolso1Click"
"SAT","cadastro","CadastroGeral1"
"SAT","cadastro","Cadastros"
"SAT","cadastro","Cadastros1"
"SAT","cadastro","Cadastros1D"
"SAT","cadastro","Cadastros1t"
"SAT","cadastro","Cadastros1X"
"SAT","cadastro","CadastrosCli1"
"SAT","cadastro","CadastrosCli1|"
"SAT","cadastro","CadastrosFor1"
"SAT","cadastro","CadastrosInt1"
"SAT","cadastro","CadastrosInt1P"
"SAT","fiscal","CadClasAtend1"
"SAT","fiscal","CadClasAtendInt1Click"
"SAT","fiscal","CadClientesSAT"
"SAT","fiscal","CadProjSat"
"SAT","fiscal","CadProjSat.DB"
"SAT","fiscal","CadSatCla"
"SAT","fiscal","CadSatCla.DB"
"SAT","fiscal","CadSatSit"
"SAT","fiscal","CadSatSit.DB"
"SAT","fiscal","CadSatSubC"
"SAT","fiscal","CadSatSubC.DB"
"SAT","fiscal","CadSatTip"
"SAT","fiscal","CadSatTip.DB"
