Tabela,Caminho,Campo,Tipo,Tamanho,Precisao,Obrigatoriedade,IndiceParadoxDetectado,PossivelChavePrimaria,PossivelChaveEstrangeira,NomeVisualCorrespondente,ModuloRelacionado,TelaRelacionada,EntidadeDominio,ClassificacaoCampo,Evidencia,NivelConfianca,Status
Produt,Ger\Filial\Produt.DB,DatCan,System.DateTime,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,DatCan,Produtos/Servicos,nao confirmado,Produtos/Servicos,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,MotivoCan,System.String,100,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,MotivoCan,Produtos/Servicos,nao confirmado,Produtos/Servicos,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,GruProSub,System.String,10,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,GruProSub,Produtos/Servicos,nao confirmado,Produtos/Servicos,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,PontosProd,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,PontosProd,Produtos/Servicos,nao confirmado,Produtos/Servicos,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,CodProEst,System.String,40,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,possivel,possivel,Produto,Produtos/Servicos,nao confirmado,Produtos/Servicos,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,CodEst,System.String,10,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,possivel,possivel,CodEst,Produtos/Servicos,nao confirmado,Produtos/Servicos,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,TamPeca,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,TamPeca,Produtos/Servicos,nao confirmado,Produtos/Servicos,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,EntSai,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,EntSai,Produtos/Servicos,nao confirmado,Produtos/Servicos,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,Promocao,System.String,6,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,Promocao,Produtos/Servicos,nao confirmado,Produtos/Servicos,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,CriaProQde,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,Quantidade,Produtos/Servicos,nao confirmado,Produtos/Servicos,quantidade,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,LimQdeCon,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,Quantidade,Produtos/Servicos,nao confirmado,Produtos/Servicos,documento,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,ProdIntCS,System.String,6,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,ProdIntCS,Produtos/Servicos,nao confirmado,Produtos/Servicos,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,ImpPas,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,ImpPas,Produtos/Servicos,nao confirmado,Produtos/Servicos,documento,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,CFOP,System.String,30,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,possivel,CFOP,Produtos/Servicos,nao confirmado,Produtos/Servicos,fiscal,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,CFiscal,System.String,30,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,CFiscal,Produtos/Servicos,nao confirmado,Produtos/Servicos,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,TipImpEti,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,TipImpEti,Produtos/Servicos,nao confirmado,Produtos/Servicos,documento,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,ISS,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,ISS,Produtos/Servicos,nao confirmado,Produtos/Servicos,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,CodPro2,System.String,20,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,possivel,possivel,Produto,Produtos/Servicos,nao confirmado,Produtos/Servicos,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,BloqAltPre,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,BloqAltPre,Produtos/Servicos,nao confirmado,Produtos/Servicos,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,CodProTer,System.String,20,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,possivel,possivel,Produto,Produtos/Servicos,nao confirmado,Produtos/Servicos,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,PedeIden,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,PedeIden,Produtos/Servicos,nao confirmado,Produtos/Servicos,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,VidaUtil,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,VidaUtil,Produtos/Servicos,nao confirmado,Produtos/Servicos,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,TipPagTer,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,TipPagTer,Produtos/Servicos,nao confirmado,Produtos/Servicos,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,TipProces,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,TipProces,Produtos/Servicos,nao confirmado,Produtos/Servicos,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,ResumoProd,System.Boolean,1,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,ResumoProd,Produtos/Servicos,nao confirmado,Produtos/Servicos,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,FatorDev,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,FatorDev,Produtos/Servicos,nao confirmado,Produtos/Servicos,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Produt,Ger\Filial\Produt.DB,ProdZero,System.Boolean,1,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,ProdZero,Produtos/Servicos,nao confirmado,Produtos/Servicos,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
ProdutImp,Ger\Filial\ProdutImp.DB,CodPro,System.String,6,0,nao confirmado,.PX;.XG0;.YG0,possivel,possivel,Produto,Configuracao/Admin,nao confirmado,Configuracao/Admin,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ProdutImp,Ger\Filial\ProdutImp.DB,Campo,System.String,60,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Campo,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ProdutImp,Ger\Filial\ProdutImp.DB,Conteudo,System.String,200,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Conteudo,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ProdutImp,Ger\Filial\ProdutImp.DB,Valor,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Valor,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ProFaiCom,Ger\Filial\ProFaiCom.DB,CodPro,System.String,6,0,nao confirmado,.PX,possivel,possivel,Produto,Configuracao/Admin,nao confirmado,Configuracao/Admin,identificador,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
ProFaiCom,Ger\Filial\ProFaiCom.DB,CodFaiCom,System.String,10,0,nao confirmado,.PX,possivel,possivel,CodFaiCom,Configuracao/Admin,nao confirmado,Configuracao/Admin,identificador,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
ProFaiCom,Ger\Filial\ProFaiCom.DB,ValCom,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,ValCom,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
ProFaiCom,Ger\Filial\ProFaiCom.DB,TipFaiCom,System.String,2,0,nao confirmado,.PX,nao confirmado,nao confirmado,TipFaiCom,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
ResCli,Ger\Filial\ResCli.DB,CodCli,System.String,20,0,nao confirmado,.PX;.XG0;.YG0,possivel,possivel,Codigo do cliente,Configuracao/Admin,nao confirmado,Configuracao/Admin,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ResCli,Ger\Filial\ResCli.DB,CodPro,System.String,10,0,nao confirmado,.PX;.XG0;.YG0,possivel,possivel,Produto,Configuracao/Admin,nao confirmado,Configuracao/Admin,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ResCli,Ger\Filial\ResCli.DB,SeqResCli,System.Int32,4,0,nao confirmado,.PX;.XG0;.YG0,possivel,nao confirmado,SeqResCli,Configuracao/Admin,nao confirmado,Configuracao/Admin,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ResCli,Ger\Filial\ResCli.DB,DesResPro,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DesResPro,Configuracao/Admin,nao confirmado,Configuracao/Admin,nome/descricao,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ResCli,Ger\Filial\ResCli.DB,OrdemImp,System.Int32,4,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,OrdemImp,Configuracao/Admin,nao confirmado,Configuracao/Admin,documento,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ResPro,Ger\Filial\ResPro.DB,CodPro,System.String,10,0,nao confirmado,.PX;.XG0;.YG0,possivel,possivel,Produto,Configuracao/Admin,nao confirmado,Configuracao/Admin,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ResPro,Ger\Filial\ResPro.DB,SeqResPro,System.Int32,4,0,nao confirmado,.PX;.XG0;.YG0,possivel,nao confirmado,SeqResPro,Configuracao/Admin,nao confirmado,Configuracao/Admin,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ResPro,Ger\Filial\ResPro.DB,DesResPro,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DesResPro,Configuracao/Admin,nao confirmado,Configuracao/Admin,nome/descricao,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ResPro,Ger\Filial\ResPro.DB,OrdemImp,System.Int32,4,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,OrdemImp,Configuracao/Admin,nao confirmado,Configuracao/Admin,documento,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ResPro,Ger\Filial\ResPro.DB,SeqExporta,System.Int32,4,0,nao confirmado,.PX;.XG0;.YG0,possivel,nao confirmado,SeqExporta,Configuracao/Admin,nao confirmado,Configuracao/Admin,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
tabmat,Ger\Filial\tabmat.db,Codmat,System.String,6,0,nao confirmado,.PX,possivel,possivel,Codmat,Configuracao/Admin,nao confirmado,Configuracao/Admin,identificador,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
tabmat,Ger\Filial\tabmat.db,Desmat,System.String,60,0,nao confirmado,.PX,nao confirmado,nao confirmado,Desmat,Configuracao/Admin,nao confirmado,Configuracao/Admin,nome/descricao,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
tabmat,Ger\Filial\tabmat.db,Unidade,System.String,6,0,nao confirmado,.PX,nao confirmado,possivel,Unidade,Configuracao/Admin,nao confirmado,Configuracao/Admin,produto,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
tabmat,Ger\Filial\tabmat.db,Estoque,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,Estoque,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
TimeSheet,Ger\Filial\TimeSheet.DB,SeqAtiv,System.Int32,4,0,nao confirmado,.PX,possivel,nao confirmado,SeqAtiv,Configuracao/Admin,nao confirmado,Configuracao/Admin,identificador,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
TimeSheet,Ger\Filial\TimeSheet.DB,DescAtiv,System.String,300,0,nao confirmado,.PX,nao confirmado,nao confirmado,DescAtiv,Configuracao/Admin,nao confirmado,Configuracao/Admin,nome/descricao,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
TimeSheet,Ger\Filial\TimeSheet.DB,ProjAtiv,System.String,40,0,nao confirmado,.PX,nao confirmado,nao confirmado,ProjAtiv,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
TimeSheet,Ger\Filial\TimeSheet.DB,CodAtiv,System.String,40,0,nao confirmado,.PX,possivel,possivel,CodAtiv,Configuracao/Admin,nao confirmado,Configuracao/Admin,identificador,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
TimeSheet,Ger\Filial\TimeSheet.DB,DatLan,System.DateTime,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,DatLan,Configuracao/Admin,nao confirmado,Configuracao/Admin,data,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
TimeSheet,Ger\Filial\TimeSheet.DB,Duracao,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,Duracao,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
TimeSheet,Ger\Filial\TimeSheet.DB,Finalizado,System.Boolean,1,0,nao confirmado,.PX,nao confirmado,nao confirmado,Finalizado,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
TimeSheet,Ger\Filial\TimeSheet.DB,CodUsuario,System.String,20,0,nao confirmado,.PX,possivel,possivel,Usuario,Configuracao/Admin,nao confirmado,Configuracao/Admin,identificador,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
CadPro,Importa\ESC\DADOS\CadPro.DB,CodPro,System.String,10,0,nao confirmado,.PX;.XG0;.YG0,possivel,possivel,Produto,Produtos/Servicos,nao confirmado,Produtos/Servicos,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadPro,Importa\ESC\DADOS\CadPro.DB,NomPro,System.String,60,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,NomPro,Produtos/Servicos,nao confirmado,Produtos/Servicos,nome/descricao,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadPro,Importa\ESC\DADOS\CadPro.DB,EndPro,System.String,60,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Endereco,Produtos/Servicos,nao confirmado,Produtos/Servicos,endereco,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadPro,Importa\ESC\DADOS\CadPro.DB,CidPro,System.String,40,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,CidPro,Produtos/Servicos,nao confirmado,Produtos/Servicos,endereco,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadPro,Importa\ESC\DADOS\CadPro.DB,EstPro,System.String,4,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,EstPro,Produtos/Servicos,nao confirmado,Produtos/Servicos,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadPro,Importa\ESC\DADOS\CadPro.DB,CepPro,System.String,18,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,CEP,Produtos/Servicos,nao confirmado,Produtos/Servicos,endereco,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadPro,Importa\ESC\DADOS\CadPro.DB,TelPro,System.String,30,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Telefone,Produtos/Servicos,nao confirmado,Produtos/Servicos,telefone,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadPro,Importa\ESC\DADOS\CadPro.DB,DddPro,System.String,6,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DddPro,Produtos/Servicos,nao confirmado,Produtos/Servicos,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadPro,Importa\ESC\DADOS\CadPro.DB,DatNas,System.DateTime,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DatNas,Produtos/Servicos,nao confirmado,Produtos/Servicos,data,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadPro,Importa\ESC\DADOS\CadPro.DB,HorAul0,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,HorAul0,Produtos/Servicos,nao confirmado,Produtos/Servicos,log,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadPro,Importa\ESC\DADOS\CadPro.DB,HorAul,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,HorAul,Produtos/Servicos,nao confirmado,Produtos/Servicos,log,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadPro,Importa\ESC\DADOS\CadPro.DB,HorAul2,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,HorAul2,Produtos/Servicos,nao confirmado,Produtos/Servicos,log,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadPro,Importa\ESC\DADOS\CadPro.DB,HorAul3,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,HorAul3,Produtos/Servicos,nao confirmado,Produtos/Servicos,log,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadAlu,Importa\ESC\FILIAL\CadAlu.DB,CodCont,System.Int32,4,0,nao confirmado,.PX;.XG0;.YG0,possivel,possivel,CodCont,Configuracao/Admin,nao confirmado,Configuracao/Admin,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadAlu,Importa\ESC\FILIAL\CadAlu.DB,NomAlu,System.String,80,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,NomAlu,Configuracao/Admin,nao confirmado,Configuracao/Admin,nome/descricao,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadAlu,Importa\ESC\FILIAL\CadAlu.DB,EndAlu,System.String,80,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Endereco,Configuracao/Admin,nao confirmado,Configuracao/Admin,endereco,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadAlu,Importa\ESC\FILIAL\CadAlu.DB,CidAlu,System.String,40,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,CidAlu,Configuracao/Admin,nao confirmado,Configuracao/Admin,endereco,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CadAlu,Importa\ESC\FILIAL\CadAlu.DB,EstAlu,System.String,4,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,EstAlu,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
