Executavel,Form,TableName,DatabaseName,FieldName,DataSource,DataSet,TrechoSQLouTexto,OperacaoInferida,Confianca
LavFacilLan,,,,,,,Unsupported operation)No dynamic library from the list %s found,consulta,baixa-media
LavFacilLan,,,,,,,use Open for a Select Statement,consulta,baixa-media
LavFacilLan,,,,,,,XX CodingLLength from Encryptionkey is invalid.,consulta,baixa-media
Estoque,,,,,,,And (EXTRACT(MONTH FROM C.DatNas) =,consulta,baixa-media
Estoque,,,,,,,d.description AS REMARKS FROM pg_class c,consulta,baixa-media
Estoque,,,,,,,FROM,consulta,baixa-media
Estoque,,,,,,,"from """,consulta,baixa-media
Estoque,,,,,,,"from "":",consulta,baixa-media
Estoque,,,,,,,"FROM pg_catalog.pg_namespace n, pg_catalog.pg_class ct, pg_catalog.pg_class ci, pg_catalog.pg_attribute a, pg_catalog.pg_index i",consulta,baixa-media
Estoque,,,,,,,"FROM pg_catalog.pg_namespace n, pg_catalog.pg_class ct, pg_catalog.pg_class ci, pg_catalog.pg_index i, pg_catalog.pg_attribute a, pg_catalog.pg_am am",consulta,baixa-media
Estoque,,,,,,,"FROM pg_catalog.pg_namespace n, pg_catalog.pg_proc p",consulta,baixa-media
Estoque,,,,,,,FROM pg_catalog.pg_namespace n1 JOIN pg_catalog.pg_class c1 ON (c1.relnamespace = n1.oid) JOIN pg_catalog.pg_index i ON (c1.oid=i.indrelid) JOIN pg_catalog.pg_class ic ON (i.indexrelid=ic.oid) JOIN pg_catalog.pg_attribute a ON (ic.oid=a.att,consulta,baixa-media
Estoque,,,,,,,"FROM pg_class c1 JOIN pg_index i ON (c1.oid=i.indrelid) JOIN pg_class ic ON (i.indexrelid=ic.oid) JOIN pg_attribute a ON (ic.oid=a.attrelid), pg_class c2, pg_trigger t1 JOIN pg_proc p1 ON (t1.tgfoid=p1.oid), pg_trigger t2 JOIN pg_proc p2 ON",consulta,baixa-media
Estoque,,,,,,,"FROM pg_class ct, pg_class ci, pg_attribute a, pg_index i",consulta,baixa-media
Estoque,,,,,,,"FROM pg_class ct, pg_class ci, pg_index i, pg_attribute a, pg_am am",consulta,baixa-media
Estoque,,,,,,,FROM pg_proc p LEFT JOIN pg_description d ON (p.oid=d.objoid),consulta,baixa-media
Estoque,,,,,,,FROM pg_proc p WHERE p.proname LIKE ',consulta,baixa-media
Estoque,,,,,,,FROM RDB$DATABASE,consulta,baixa-media
Estoque,,,,,,,NULL AS REMARKS FROM pg_class c WHERE true,consulta,baixa-media
Estoque,,,,,,,"SELECT a.RDB$RELATION_NAME, a.RDB$FIELD_NAME, a.RDB$FIELD_POSITION, a.RDB$NULL_FLAG, a.RDB$DEFAULT_VALUE, b. RDB$FIELD_LENGTH, b.RDB$FIELD_SCALE, c.RDB$TYPE_NAME, b.RDB$FIELD_TYPE, b.RDB$FIELD_SUB_TYPE, b.RDB$DESCRIPTION, b.RDB$CHARACTER_LE",consulta,baixa-media
Estoque,,,,,,,"SELECT I.RDB$RELATION_NAME, I.RDB$UNIQUE_FLAG, I.RDB$INDEX_NAME, ISGMT.RDB$FIELD_POSITION,",consulta,baixa-media
Estoque,,,,,,,"SELECT NULL AS TABLE_CAT, n.nspname AS TABLE_SCHEM, c.relname AS TABLE_NAME, CASE (n.nspname LIKE 'pg\\_%') OR (n.nspname='information_schema') WHEN true THEN CASE n.nspname WHEN 'pg_catalog' THEN CASE c.relkind WHEN 'r' THEN 'SYSTEM TABLE'",consulta,baixa-media
Estoque,,,,,,,"SELECT null as TABLE_CAT, null as TABLE_SCHEM, a.RDB$RELATION_NAME as TABLE_NAME, b.RDB$FIELD_NAME as COLUMN_NAME, b.RDB$FIELD_POSITION+1 as KEY_SEQ, a.RDB$INDEX_NAME as PK_NAME FROM RDB$RELATION_CONSTRAINTS a JOIN RDB$INDEX_SEGMENTS b ON (",consulta,baixa-media
Estoque,,,,,,,"SELECT P.RDB$PROCEDURE_NAME, PP.RDB$PARAMETER_NAME, PP.RDB$PARAMETER_TYPE, F.RDB$FIELD_TYPE, F.RDB$FIELD_SUB_TYPE, F.RDB$FIELD_SCALE, F.RDB$FIELD_LENGTH, F.RDB$NULL_FLAG, PP.RDB$DESCRIPTION, F.RDB$FIELD_PRECISION, F.RDB$NULL_FLAG FROM RDB$P",consulta,baixa-media
Estoque,,,,,,,"SELECT P.RDB$PROCEDURE_NAME, PP.RDB$PARAMETER_NAME, PP.RDB$PARAMETER_TYPE, F.RDB$FIELD_TYPE, F.RDB$FIELD_SUB_TYPE, F.RDB$FIELD_SCALE, F.RDB$FIELD_LENGTH, F.RDB$NULL_FLAG, PP.RDB$DESCRIPTION, F.RDB$FIELD_SCALE as RDB$FIELD_PRECISION, F.RDB$N",consulta,baixa-media
Estoque,,,,,,,"SELECT RC_PRIM.RDB$RELATION_NAME, IS_PRIM.RDB$FIELD_NAME, RC_FOR.RDB$RELATION_NAME, IS_FOR.RDB$FIELD_NAME, IS_FOR.RDB$FIELD_POSITION, REFC_PRIM.RDB$UPDATE_RULE, REFC_PRIM.RDB$DELETE_RULE, RC_FOR.RDB$CONSTRAINT_NAME, RC_PRIM.RDB$CONSTRAINT_N",consulta,baixa-media
Estoque,,,,,,,"SELECT RDB$TYPE, RDB$TYPE_NAME FROM RDB$TYPES WHERE RDB$FIELD_NAME = 'RDB$FIELD_TYPE'",consulta,baixa-media
Estoque,,,,,,,"SELECT t.typlen FROM pg_catalog.pg_type t, pg_catalog.pg_namespace n WHERE t.typnamespace=n.oid AND t.typname='name' AND n.nspname='pg_catalog'",consulta,baixa-media
Estoque,,,,,,,SELECT t1.typlen/t2.typlen FROM,consulta,baixa-media
Estoque,,,,,,,SELECT typlen FROM pg_type WHERE typname='name',consulta,baixa-media
Estoque,,,,,,,SELECT typname FROM pg_catalog.pg_type,consulta,baixa-media
Estoque,,,,,,,SELECT typname FROM pg_type,consulta,baixa-media
Estoque,,,,,,,Where C.Email = ( Select E.Email From,consulta,baixa-media
Estoque,,,,,,,",insert,update,delete,select,drop,create,from,set,values,where,order,group,by,having,into,as,table,index,primary,key,on,is,null,char,varchar,integer,number,",consulta,baixa-media
Estoque,,,,,,,"""Dataset not in edit or insert mode1Cannot perform this operation on a closed dataset1Cannot perform this operation on an empty dataset!Cannot modify a read-only dataset#Nested dataset must inherit from %s(Filter expression incorrectly term",consulta,baixa-media
Estoque,,,,,,,") From """,consulta,baixa-media
Estoque,,,,,,,"*Can't write to a read-only resource streamECheckSynchronize called from thread $%x, which is NOT the main thread",consulta,baixa-media
Estoque,,,,,,,"0Select * From ""C:\Equipexe\Est\Dados\ProdEst.db""",consulta,baixa-media
Estoque,,,,,,,"0Select * From ""C:\Equipexe\Est\Filial\MovEst"" M,",consulta,baixa-media
Estoque,,,,,,,"0Select * From ""C:\Equipexe\Ger\Dados\Clientes"" C",consulta,baixa-media
Estoque,,,,,,,"1Select * From ""C:\Equipexe\Ger\Dados\Forneced.db""",consulta,baixa-media
Estoque,,,,,,,"2Select * from ""C:\EquipExe\Est\Dados\EstMinMax"" M,",consulta,baixa-media
Estoque,,,,,,,"4Select * From 's:\EquipExe\Est\Filial\PedCompra' P,",consulta,baixa-media
Estoque,,,,,,,"ALL,AND,AS,BETWEEN,BY,CASE,CHECK,COLLATE,COMMIT,CONSTRAINT,CREATE,DEFAULT,DEFERRABLE,DELETE,DISTINCT,DROP,ELSE,EXCEPT,FOREIGN,FROM,GLOB,GROUP,HAVING,IN,INDEX,INSERT,INTERSECT,INTO,IS,ISNULL,JOIN,LIKE,LIMIT,NOT,NOTNULL,NULL,ON,OR,ORDER,PRIMA",consulta,baixa-media
Estoque,,,,,,,Auto Select,consulta,baixa-media
Estoque,,,,,,,Delete all selected records?,escrita/controle,baixa-media
Estoque,,,,,,,Delete all selected records?%Operation not allowed in a DBCtrlGrid(Property already defined by lookup field/Grid requested to display more than 256 columns,escrita/controle,baixa-media
Estoque,,,,,,,DELETE FROM %s,consulta,baixa-media
Estoque,,,,,,,"DISCONNECT FROM ""%s""",consulta,baixa-media
Estoque,,,,,,,Docked control must have a name%Error removing control from dock tree,consulta,baixa-media
Estoque,,,,,,,"ELSE NULL END END WHEN false THEN CASE c.relkind WHEN 'r' THEN 'TABLE' WHEN 'i' THEN 'INDEX' WHEN 'S' THEN 'SEQUENCE' WHEN 'v' THEN 'VIEW' ELSE NULL END ELSE NULL END AS TABLE_TYPE, d.description AS REMARKS FROM pg_catalog.pg_namespace n, p",consulta,baixa-media
Estoque,,,,,,,FROM,consulta,baixa-media
Estoque,,,,,,,From ',consulta,baixa-media
Estoque,,,,,,,"From """,consulta,baixa-media
Estoque,,,,,,,"From "":",consulta,baixa-media
Estoque,,,,,,,From MovCab M Left Join,consulta,baixa-media
Estoque,,,,,,,Invalid ImageList Index)Failed to read ImageList data from stream(Failed to write ImageList data to stream$Error creating window device context,consulta,baixa-media
Estoque,,,,,,,"ISGMT.RDB$FIELD_NAME, I.RDB$INDEX_TYPE, I.RDB$SEGMENT_COUNT, COUNT (DISTINCT P.RDB$PAGE_NUMBER) FROM RDB$INDICES I JOIN RDB$INDEX_SEGMENTS ISGMT ON I.RDB$INDEX_NAME = ISGMT.RDB$INDEX_NAME JOIN RDB$RELATIONS R ON (R.RDB$RELATION_NAME = I.RDB",consulta,baixa-media
Estoque,,,,,,,method not supported$Insufficient data for Content-Length&Error reading from Mime Request Stream,consulta,baixa-media
Estoque,,,,,,,MOrder QuickReport 3.0 Professional or download free updates from our web site,consulta,baixa-media
Estoque,,,,,,,No WSDL or URL property was set in the THTTPRIO component. You must set the WSDL or URL property before invoking the Web ServiceMUnable to retrieve the URL endpoint for Service/Port '%s'/'%s' from WSDL '%s'HDatatype of TypeKind: %s not supp,consulta,baixa-media
Estoque,,,,,,,"o, CodigoTPV as Codigo, Obs From """,consulta,baixa-media
Estoque,,,,,,,Row buffer is not assigned&Column with index %d is not accessable6Convertion is not possible for column %d from %s to %s4Can not access blob record in column %d with type %s,consulta,baixa-media
Estoque,,,,,,,SELECT,consulta,baixa-media
Estoque,,,,,,,SELECT,consulta,baixa-media
Estoque,,,,,,,SELECT ',consulta,baixa-media
Estoque,,,,,,,SELECT ''::text AS TABLE_SCHEM ORDER BY TABLE_SCHEM,consulta,baixa-media
Estoque,,,,,,,SELECT @@IDENTITY,consulta,baixa-media
Estoque,,,,,,,select @@rowcount,consulta,baixa-media
Estoque,,,,,,,"Select * From """,consulta,baixa-media
Estoque,,,,,,,SELECT * FROM,consulta,baixa-media
Estoque,,,,,,,"Select * From """,consulta,baixa-media
Estoque,,,,,,,"Select * From "":",consulta,baixa-media
Estoque,,,,,,,"Select * From """,consulta,baixa-media
Estoque,,,,,,,"Select * From "":",consulta,baixa-media
Estoque,,,,,,,Select * from CliContato where CodCli =',consulta,baixa-media
Estoque,,,,,,,Select a Date,consulta,baixa-media
Estoque,,,,,,,"SELECT a.attname,a.atttypid FROM pg_catalog.pg_attribute a WHERE a.attrelid=%s ORDER BY a.attnum",consulta,baixa-media
Estoque,,,,,,,"SELECT a.RDB$RELATION_NAME, a.RDB$FIELD_NAME, a.RDB$FIELD_POSITION, a.RDB$NULL_FLAG, b. RDB$FIELD_LENGTH, b.RDB$FIELD_SCALE, c.RDB$TYPE_NAME, b.RDB$FIELD_TYPE, b.RDB$FIELD_SUB_TYPE, b.RDB$DESCRIPTION, b.RDB$CHARACTER_LENGTH, b.RDB$FIELD_SCA",consulta,baixa-media
Estoque,,,,,,,"SELECT a.RDB$USER, a.RDB$GRANTOR, a.RDB$PRIVILEGE, a.RDB$GRANT_OPTION, a.RDB$RELATION_NAME FROM RDB$USER_PRIVILEGES a, RDB$TYPES b WHERE a.RDB$OBJECT_TYPE = b.RDB$TYPE AND b.RDB$TYPE_NAME IN ('RELATION', 'VIEW', 'COMPUTED_FIELD', 'FIELD' ) ",consulta,baixa-media
Estoque,,,,,,,"SELECT a.RDB$USER, a.RDB$GRANTOR, a.RDB$PRIVILEGE, a.RDB$GRANT_OPTION, a.RDB$RELATION_NAME, a.RDB$FIELD_NAME FROM RDB$USER_PRIVILEGES a, RDB$TYPES b WHERE a.RDB$OBJECT_TYPE = b.RDB$TYPE AND",consulta,baixa-media
Estoque,,,,,,,select c.* from syscolumns c inner join sysobjects o on (o.id = c.id) where o.name = %s and c.number = %s order by colid,consulta,baixa-media
Estoque,,,,,,,"select c.colid, c.name, c.type, c.prec, c.scale, c.colstat, c.status, c.iscomputed from syscolumns c inner join sysobjects o on (o.id = c.id) where o.name = %s order by colid",consulta,baixa-media
Estoque,,,,,,,"select c.colid, c.name, c.type, c.prec, c.scale, c.status from syscolumns c inner join sysobjects o on (o.id = c.id) where o.name = %s order by colid",consulta,baixa-media
Estoque,,,,,,,"SELECT c.host, c.db, t.grantor, c.user, c.table_name, c.column_name, c.column_priv FROM mysql.columns_priv c, mysql.tables_priv t WHERE c.host=t.host AND c.db=t.db AND c.table_name=t.table_name AND c.db='%s' AND c.table_name='%s' AND c.colu",consulta,baixa-media
Estoque,,,,,,,"Select CodEst,CodProEst",consulta,baixa-media
Estoque,,,,,,,"Select CodTabEst,CodProEst,DesProEst,PreUni,Moeda From """,consulta,baixa-media
Estoque,,,,,,,"SELECT D.CodCli, D.Baixa, D.Cancelado, D.DatVen, D.ValDup, D.NumFat",consulta,baixa-media
Estoque,,,,,,,Select dataset,consulta,baixa-media
Estoque,,,,,,,SELECT datname AS TABLE_CAT FROM pg_catalog.pg_database ORDER BY TABLE_CAT,consulta,baixa-media
Estoque,,,,,,,SELECT datname AS TABLE_CAT FROM pg_database ORDER BY TABLE_CAT,consulta,baixa-media
Estoque,,,,,,,Select DescTPV as Descri,consulta,baixa-media
Estoque,,,,,,,"SELECT DISTINCT a.RDB$RELATION_NAME, b.RDB$SYSTEM_FLAG, b.RDB$VIEW_CONTEXT, a.RDB$VIEW_SOURCE FROM RDB$RELATIONS a JOIN RDB$RELATION_FIELDS b ON a.RDB$RELATION_NAME=b.RDB$RELATION_NAME",consulta,baixa-media
Estoque,,,,,,,"SELECT DISTINCT n1.nspname as pnspname,n2.nspname as fnspname,",consulta,baixa-media
Estoque,,,,,,,"SELECT DISTINCT NULL::text as pnspname, NULL::text as fnspname,",consulta,baixa-media
Estoque,,,,,,,Select function,consulta,baixa-media
Estoque,,,,,,,"SELECT host,db,table_name,grantor,user,table_priv from mysql.tables_priv WHERE db='%s' AND table_name LIKE '%s'",consulta,baixa-media
Estoque,,,,,,,SELECT LAST_INSERT_ID(),consulta,baixa-media
Estoque,,,,,,,SELECT LAST_INSERT_ROWID(),consulta,baixa-media
Estoque,,,,,,,"Select M.CodKit, C.DesKit, F.NomFun, M.DatLan From """,consulta,baixa-media
Estoque,,,,,,,"SELECT M.Rol, M.CodCli, M.Cancelado, M.DatLan, M.ValTot, M.DescontoRol, M.DescontoValor, TotPecas, M.NumOs, M.Posicao, M.NumNot, M.NumNotAdi",consulta,baixa-media
Estoque,,,,,,,"Select M.ValTot, M.DescontoRol, M.DescontoValor, M.NumNot, M.NumNotAdi,N.ValBasNot,",consulta,baixa-media
Estoque,,,,,,,Select MAX(,consulta,baixa-media
Estoque,,,,,,,"Select Max(DatConf), Qde, ValUnit From """,consulta,baixa-media
Estoque,,,,,,,"SELECT n.nspname,c.relname,a.attname,a.atttypid,a.attnotnull,a.atttypmod,a.attlen,a.attnum,def.adsrc,dsc.description FROM pg_catalog.pg_namespace n JOIN pg_catalog.pg_class c ON (c.relnamespace = n.oid) JOIN pg_catalog.pg_attribute a ON (a.",consulta,baixa-media
Estoque,,,,,,,"SELECT n.nspname,c.relname,u.usename,c.relacl FROM pg_catalog.pg_namespace n, pg_catalog.pg_class c, pg_catalog.pg_user u WHERE c.relnamespace = n.oid AND u.usesysid = c.relowner AND c.relkind = 'r'",consulta,baixa-media
Estoque,,,,,,,"SELECT n.nspname,c.relname,u.usename,c.relacl,a.attname FROM pg_catalog.pg_namespace n, pg_catalog.pg_class c, pg_catalog.pg_user u, pg_catalog.pg_attribute a WHERE c.relnamespace = n.oid AND u.usesysid = c.relowner AND c.oid = a.attrelid A",consulta,baixa-media
Estoque,,,,,,,"SELECT n.nspname,p.proname,p.prorettype,p.proargtypes,t.typtype,t.typrelid FROM pg_catalog.pg_proc p, pg_catalog.pg_namespace n, pg_catalog.pg_type t WHERE p.pronamespace=n.oid AND p.prorettype=t.oid",consulta,baixa-media
Estoque,,,,,,,select name as TABLE_OWNER from sysusers where islogin = 1,consulta,baixa-media
Estoque,,,,,,,SELECT nspname AS TABLE_SCHEM FROM pg_catalog.pg_namespace WHERE nspname <> 'pg_toast' AND nspname NOT LIKE 'pg\\_temp\\_%' ORDER BY TABLE_SCHEM,consulta,baixa-media
Estoque,,,,,,,"SELECT NULL AS nspname,p.proname,p.prorettype,p.proargtypes,t.typtype,t.typrelid FROM pg_proc p, pg_type t WHERE p.prorettype=t.oid AND p.proname LIKE '",consulta,baixa-media
Estoque,,,,,,,"SELECT NULL AS PROCEDURE_CAT, n.nspname AS PROCEDURE_SCHEM, p.proname AS PROCEDURE_NAME, NULL AS RESERVED1, NULL AS RESERVED2, NULL AS RESERVED3, d.description AS REMARKS,",consulta,baixa-media
Estoque,,,,,,,"SELECT NULL AS PROCEDURE_CAT, NULL AS PROCEDURE_SCHEM, p.proname AS PROCEDURE_NAME, NULL AS RESERVED1, NULL AS RESERVED2, NULL AS RESERVED3, d.description AS REMARKS,",consulta,baixa-media
Estoque,,,,,,,"SELECT NULL AS PROCEDURE_CAT, NULL AS PROCEDURE_SCHEM, p.proname AS PROCEDURE_NAME, NULL AS RESERVED1, NULL AS RESERVED2, NULL AS RESERVED3, NULL AS REMARKS,",consulta,baixa-media
Estoque,,,,,,,"SELECT NULL AS TABLE_CAT, A.OWNER AS TABLE_SCHEM, A.TABLE_NAME, B.COLUMN_NAME, B.COLUMN_POSITION AS KEY_SEQ, A.INDEX_NAME AS PK_NAME FROM ALL_INDEXES A, ALL_IND_COLUMNS B WHERE A.OWNER=B.INDEX_OWNER AND A.INDEX_NAME=B.INDEX_NAME AND A.TABLE",consulta,baixa-media
Estoque,,,,,,,"SELECT NULL AS TABLE_CAT, n.nspname AS TABLE_SCHEM,",consulta,baixa-media
Estoque,,,,,,,"SELECT NULL AS TABLE_CAT, NULL AS TABLE_SCHEM,",consulta,baixa-media
Estoque,,,,,,,"SELECT NULL AS TABLE_CAT, NULL AS TABLE_SCHEM, c.relname AS TABLE_NAME,",consulta,baixa-media
Estoque,,,,,,,"SELECT NULL AS TABLE_CAT, OWNER AS TABLE_SCHEM, SYNONYM_NAME AS TABLE_NAME, 'SYNONYM' AS TABLE_TYPE, NULL AS REMARKS FROM SYS.ALL_SYNONYMS WHERE OWNER LIKE '",consulta,baixa-media
Estoque,,,,,,,"SELECT NULL AS TABLE_CAT, OWNER AS TABLE_SCHEM, TABLE_NAME, 'TABLE' AS TABLE_TYPE, NULL AS REMARKS FROM SYS.ALL_TABLES WHERE OWNER LIKE '",consulta,baixa-media
Estoque,,,,,,,"SELECT NULL AS TABLE_CAT, OWNER AS TABLE_SCHEM, VIEW_NAME AS TABLE_NAME, 'VIEW' AS TABLE_TYPE, NULL AS REMARKS FROM SYS.ALL_VIEWS WHERE OWNER LIKE '",consulta,baixa-media
Estoque,,,,,,,"SELECT NULL AS TABLE_CAT, SEQUENCE_OWNER AS TABLE_SCHEM, SEQUENCE_NAME AS TABLE_NAME, 'SEQUENCE' AS TABLE_TYPE, NULL AS REMARKS FROM SYS.ALL_SEQUENCES WHERE SEQUENCE_OWNER LIKE '",consulta,baixa-media
Estoque,,,,,,,"SELECT NULL AS TABLE_CAT, TABLE_SCHEMA AS TABLE_SCHEM, TABLE_NAME, COLUMN_NAME, GRANTOR, GRANTEE, PRIVILEGE, GRANTABLE AS IS_GRANTABLE FROM SYS.ALL_COL_PRIVS WHERE",consulta,baixa-media
Estoque,,,,,,,"SELECT NULL AS TABLE_CAT, TABLE_SCHEMA AS TABLE_SCHEM, TABLE_NAME, GRANTOR, GRANTEE, PRIVILEGE, GRANTABLE AS IS_GRANTABLE FROM SYS.ALL_TAB_PRIVS WHERE TABLE_SCHEMA LIKE '",consulta,baixa-media
Estoque,,,,,,,"SELECT NULL, A.OWNER, A.TABLE_NAME, A.UNIQUENESS, NULL, A.INDEX_NAME, 3, B.COLUMN_POSITION, B.COLUMN_NAME, B.DESCEND, 0, 0, NULL FROM ALL_INDEXES A, ALL_IND_COLUMNS B WHERE A.OWNER=B.INDEX_OWNER AND A.INDEX_NAME=B.INDEX_NAME AND A.TABLE_OWN",consulta,baixa-media
Estoque,,,,,,,"SELECT NULL, OWNER, TABLE_NAME, COLUMN_NAME, NULL, DATA_TYPE, DATA_LENGTH, NULL, DATA_PRECISION, DATA_SCALE, NULLABLE, NULL, DATA_DEFAULT, NULL, NULL, NULL, COLUMN_ID, NULLABLE FROM SYS.ALL_TAB_COLUMNS WHERE OWNER LIKE '",consulta,baixa-media
Estoque,,,,,,,"SELECT NULL::text AS nspname,c.relname,a.attname,a.atttypid,a.attnotnull,a.atttypmod,a.attlen,a.attnum,def.adsrc,dsc.description FROM pg_class c JOIN pg_attribute a ON (a.attrelid=c.oid) LEFT JOIN pg_attrdef def ON (a.attrelid=def.adrelid A",consulta,baixa-media
Estoque,,,,,,,"SELECT NULL::text AS nspname,c.relname,a.attname,a.atttypid,a.attnotnull,a.atttypmod,a.attlen,a.attnum,def.adsrc,dsc.description FROM pg_class c JOIN pg_attribute a ON (a.attrelid=c.oid) LEFT JOIN pg_attrdef def ON (a.attrelid=def.adrelid A",consulta,baixa-media
Estoque,,,,,,,"SELECT NULL::text AS nspname,c.relname,a.attname,a.atttypid,a.attnotnull,a.atttypmod,a.attlen,a.attnum,NULL AS adsrc,NULL AS description FROM pg_class c, pg_attribute a WHERE a.attrelid=c.oid AND a.attnum > 0",consulta,baixa-media
Estoque,,,,,,,"SELECT NULL::text AS nspname,c.relname,u.usename,c.relacl FROM pg_class c, pg_user u WHERE u.usesysid = c.relowner AND c.relkind = 'r'",consulta,baixa-media
Estoque,,,,,,,"SELECT NULL::text AS nspname,c.relname,u.usename,c.relacl,a.attname FROM pg_class c, pg_user u,pg_attribute a WHERE u.usesysid = c.relowner AND c.oid = a.attrelid AND a.attnum > 0 AND c.relkind = 'r'",consulta,baixa-media
Estoque,,,,,,,"Select NumNot,ValCre from ""CliCredito"" Where NumNot='",consulta,baixa-media
Estoque,,,,,,,"SELECT oid, typname FROM pg_type WHERE oid<10000",consulta,baixa-media
Estoque,,,,,,,"SELECT oid, typname, typbasetype FROM pg_type WHERE oid<10000 OR typbasetype<>0 ORDER BY oid",consulta,baixa-media
Estoque,,,,,,,"SELECT P.CodPro, M.CodPro, M.CodCli, M.CodPro, M.Quant_Real, M.Quant_Prev, M.MedLan, P.DesPro",consulta,baixa-media
Estoque,,,,,,,"Select P.DesProEst,E.CodProEst,P.CodProEst,E.CodEst From """,consulta,baixa-media
Estoque,,,,,,,"Select P.DesProEst,P.CodProEst From """,consulta,baixa-media
Estoque,,,,,,,SELECT RDB$FIELD_NAME FROM RDB$RELATION_FIELDS WHERE RDB$RELATION_NAME = ',consulta,baixa-media
Estoque,,,,,,,"SELECT RDB$PROCEDURE_NAME, RDB$PROCEDURE_OUTPUTS, RDB$DESCRIPTION FROM RDB$PROCEDURES",consulta,baixa-media
Estoque,,,,,,,"SELECT RELC_PRIM.RDB$RELATION_NAME, IS_PRIM.RDB$FIELD_NAME, RELC_FOR.RDB$RELATION_NAME, IS_FOR.RDB$FIELD_NAME, IS_FOR.RDB$FIELD_POSITION, REFC_PRIM.RDB$UPDATE_RULE, REFC_PRIM.RDB$DELETE_RULE, RELC_FOR.RDB$CONSTRAINT_NAME, RELC_PRIM.RDB$CONS",consulta,baixa-media
Estoque,,,,,,,"Select SeqPed, DatPed, CodFor, Cancelado, NotFisPed, ValTotal, CodEst, CodVen, Obs",consulta,baixa-media
Estoque,,,,,,,"Select sigla_UF From """,consulta,baixa-media
Estoque,,,,,,,"Select T.CodProEst AS CODIGO, P.DesProEst AS DESCRICAO, T.PreUni AS VALOR, T.CodTabEst AS TABELA,P.CodProEst From """,consulta,baixa-media
Estoque,,,,,,,SELECT USERNAME AS TABLE_SCHEM FROM SYS.ALL_USERS,consulta,baixa-media
Estoque,,,,,,,Select variable,consulta,baixa-media
Estoque,,,,,,,SELECT VERSION(),consulta,baixa-media
Estoque,,,,,,,"SELECT version(), CASE WHEN pg_encoding_to_char(1)='SQL_ASCII' THEN 'UNKNOWN' ELSE getdatabaseencoding() END",consulta,baixa-media
Estoque,,,,,,,SHOW COLUMNS FROM %s.%s LIKE '%s',consulta,baixa-media
Estoque,,,,,,,SHOW INDEX FROM %s.%s,consulta,baixa-media
Estoque,,,,,,,SHOW KEYS FROM %s.%s,consulta,baixa-media
Estoque,,,,,,,SHOW TABLE STATUS FROM %s,consulta,baixa-media
Estoque,,,,,,,SHOW TABLE STATUS FROM %s LIKE '%s',consulta,baixa-media
Estoque,,,,,,,SHOW TABLES FROM %s LIKE '%s',consulta,baixa-media
Estoque,,,,,,,"The credentials supplied were not complete, and could not be verified. Additional information can be returned from the context.4The context data must be renegotiated with the peer.'The target principal name is incorrect.:There is no LSA mod",consulta,baixa-media
Estoque,,,,,,,Unsupported operation)No dynamic library from the list %s found7This version is not is no supported isc_encode_sql_date7This version is not is no supported isc_encode_sql_time,consulta,baixa-media
Estoque,,,,,,,XX CodingLLength from Encryptionkey is invalid.,consulta,baixa-media
Financeiro,,,,,,,",Select * From ""C:\EquipExe\Ger\Dados\CadCla""",consulta,baixa-media
Financeiro,,,,,,,") From """,consulta,baixa-media
Financeiro,,,,,,,"0Cannot perform this operation on an open dataset""Dataset not in edit or insert mode1Cannot perform this operation on a closed dataset1Cannot perform this operation on an empty dataset!Cannot modify a read-only dataset#Nested dataset must i",escrita/controle,baixa-media
Financeiro,,,,,,,"0Select * From ""C:\Equipexe\Ger\Dados\Clientes"" C",consulta,baixa-media
Financeiro,,,,,,,"1Select * From ""C:\Equipexe\Ger\Dados\Forneced.db""",consulta,baixa-media
Financeiro,,,,,,,"3Select * From ""z:\EquipExe\Rec\Filial\Duplicat"" D,",consulta,baixa-media
Financeiro,,,,,,,Delete all selected records?,escrita/controle,baixa-media
Financeiro,,,,,,,Delete all selected records?%Operation not allowed in a DBCtrlGrid(Property already defined by lookup field,escrita/controle,baixa-media
Financeiro,,,,,,,"Delete From """,consulta,baixa-media
Financeiro,,,,,,,Docked control must have a name%Error removing control from dock tree,consulta,baixa-media
Financeiro,,,,,,,"ECheckSynchronize called from thread $%x, which is NOT the main thread",consulta,baixa-media
Financeiro,,,,,,,FROM,consulta,baixa-media
Financeiro,,,,,,,"From """,consulta,baixa-media
Financeiro,,,,,,,"From """,consulta,baixa-media
Financeiro,,,,,,,Invalid ImageList Index)Failed to read ImageList data from stream(Failed to write ImageList data to stream$Error creating window device context,consulta,baixa-media
Financeiro,,,,,,,MOrder QuickReport 3.0 Professional or download free updates from our web site,consulta,baixa-media
Financeiro,,,,,,,SELECT,consulta,baixa-media
Financeiro,,,,,,,Select *,consulta,baixa-media
Financeiro,,,,,,,"Select * From """,consulta,baixa-media
Financeiro,,,,,,,"Select * From "":",consulta,baixa-media
Financeiro,,,,,,,"Select * from """,consulta,baixa-media
Financeiro,,,,,,,Select * from CliContato where CodCli =',consulta,baixa-media
Financeiro,,,,,,,Select a Date,consulta,baixa-media
Financeiro,,,,,,,"Select CodCenCus as Codigo, DesCenCus as Descricao From """,consulta,baixa-media
Financeiro,,,,,,,"Select CodCla as Codigo, DesCla as Descricao From """,consulta,baixa-media
Financeiro,,,,,,,"Select CodSubC as Codigo, DesSubC as Descricao From """,consulta,baixa-media
